,param_logreg__C,param_logreg__class_weight,param_logreg__max_iter,param_logreg__penalty,param_logreg__solver,param_logreg__tol,mean_test_score,std_test_score,name
13329,10,"{0: 1, 1: 2, 2: 1}",100,,lbfgs,1,0.7358375420875422,0.005689840327547569,no_smote_logreg
13340,10,"{0: 1, 1: 2, 2: 1}",100,,sag,0.0001,0.7381102693602694,0.00544257178636962,no_smote_logreg
13341,10,"{0: 1, 1: 2, 2: 1}",100,,sag,0.001,0.7381102693602694,0.00544257178636962,no_smote_logreg
13342,10,"{0: 1, 1: 2, 2: 1}",100,,sag,0.01,0.7355218855218856,0.0045405806891651085,no_smote_logreg
13343,10,"{0: 1, 1: 2, 2: 1}",100,,sag,0.1,0.7275042087542087,0.004026130441476047,no_smote_logreg
13344,10,"{0: 1, 1: 2, 2: 1}",100,,sag,1,0.7108164983164983,0.00442149611245327,no_smote_logreg
13345,10,"{0: 1, 1: 2, 2: 1}",100,,saga,0.0001,0.7378998316498316,0.0038360895662703865,no_smote_logreg
13346,10,"{0: 1, 1: 2, 2: 1}",100,,saga,0.001,0.7378998316498316,0.003991110820528971,no_smote_logreg
13347,10,"{0: 1, 1: 2, 2: 1}",100,,saga,0.01,0.7325757575757575,0.0035429861891496917,no_smote_logreg
13348,10,"{0: 1, 1: 2, 2: 1}",100,,saga,0.1,0.7255260942760943,0.002345790605446778,no_smote_logreg
13349,10,"{0: 1, 1: 2, 2: 1}",100,,saga,1,0.712584175084175,0.0020191056929816558,no_smote_logreg
13350,10,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.0001,0.7432449494949495,0.004721220567527738,no_smote_logreg
13351,10,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.001,0.7432239057239057,0.00453521339760848,no_smote_logreg
13352,10,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.01,0.7436868686868687,0.004673896873734518,no_smote_logreg
13353,10,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,0.1,0.741729797979798,0.00377886600787878,no_smote_logreg
13354,10,"{0: 1, 1: 2, 2: 1}",100,l2,liblinear,1,0.7257575757575758,0.0025847028382229354,no_smote_logreg
13355,10,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.0001,0.736489898989899,0.005750612334663381,no_smote_logreg
13356,10,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.001,0.736489898989899,0.005750612334663381,no_smote_logreg
13357,10,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.01,0.736489898989899,0.005750612334663381,no_smote_logreg
13358,10,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,0.1,0.736489898989899,0.005750612334663381,no_smote_logreg
13359,10,"{0: 1, 1: 2, 2: 1}",100,l2,lbfgs,1,0.736489898989899,0.005750612334663381,no_smote_logreg
13365,10,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.0001,0.7374789562289562,0.004882880475512868,no_smote_logreg
13366,10,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.001,0.7375,0.0049115458348855225,no_smote_logreg
13367,10,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.01,0.7377525252525252,0.004809134796858973,no_smote_logreg
13368,10,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,0.1,0.7389309764309764,0.004319564004544579,no_smote_logreg
13369,10,"{0: 1, 1: 2, 2: 1}",100,l2,newton-cholesky,1,0.7409511784511784,0.0032905083693417093,no_smote_logreg
13370,10,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.0001,0.7380471380471381,0.005380213660532336,no_smote_logreg
13371,10,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.001,0.7380892255892256,0.005452083297229269,no_smote_logreg
13372,10,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.01,0.735479797979798,0.004355094722044276,no_smote_logreg
13373,10,"{0: 1, 1: 2, 2: 1}",100,l2,sag,0.1,0.7279250841750842,0.0030657531736488753,no_smote_logreg
13374,10,"{0: 1, 1: 2, 2: 1}",100,l2,sag,1,0.7115319865319865,0.00299871891423228,no_smote_logreg
13375,10,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.0001,0.7380050505050505,0.003991110820528958,no_smote_logreg
13376,10,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.001,0.7379629629629629,0.003850837607220362,no_smote_logreg
13377,10,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.01,0.7327020202020201,0.0038691936076009994,no_smote_logreg
13378,10,"{0: 1, 1: 2, 2: 1}",100,l2,saga,0.1,0.7252314814814815,0.0027052502275292573,no_smote_logreg
13379,10,"{0: 1, 1: 2, 2: 1}",100,l2,saga,1,0.712773569023569,0.002730343129694111,no_smote_logreg
13380,10,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.0001,0.7433080808080808,0.004666595609236451,no_smote_logreg
13381,10,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.001,0.7432449494949495,0.004624557215104155,no_smote_logreg
13382,10,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.01,0.7426346801346801,0.004285392307633916,no_smote_logreg
13383,10,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,0.1,0.7416666666666666,0.004439886609221534,no_smote_logreg
13384,10,"{0: 1, 1: 2, 2: 1}",100,l1,liblinear,1,0.7306186868686868,0.0030859095588928295,no_smote_logreg
13405,10,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.0001,0.7380260942760943,0.003914593942198201,no_smote_logreg
13406,10,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.001,0.7380050505050505,0.003897929025029894,no_smote_logreg
13407,10,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.01,0.7327861952861953,0.003707886182963369,no_smote_logreg
13408,10,"{0: 1, 1: 2, 2: 1}",100,l1,saga,0.1,0.7252525252525253,0.002420856981895968,no_smote_logreg
13409,10,"{0: 1, 1: 2, 2: 1}",100,l1,saga,1,0.7119739057239057,0.002123857644282861,no_smote_logreg
13445,10,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.0001,0.7367845117845118,0.00498990367575675,no_smote_logreg
13446,10,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.001,0.7367845117845118,0.00498990367575675,no_smote_logreg
13447,10,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.01,0.7367845117845118,0.00498990367575675,no_smote_logreg
13448,10,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,0.1,0.7367845117845118,0.00498990367575675,no_smote_logreg
13449,10,"{0: 1, 1: 2, 2: 1}",1000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
13460,10,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.0001,0.7368897306397306,0.00515748441047984,no_smote_logreg
13461,10,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.001,0.7365319865319866,0.005271034092647679,no_smote_logreg
13462,10,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.01,0.735206228956229,0.004468321581332007,no_smote_logreg
13463,10,"{0: 1, 1: 2, 2: 1}",1000,,sag,0.1,0.7266414141414141,0.003789047705909321,no_smote_logreg
13464,10,"{0: 1, 1: 2, 2: 1}",1000,,sag,1,0.713320707070707,0.0034951670215743625,no_smote_logreg
13465,10,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.0001,0.7366161616161616,0.005083018241968616,no_smote_logreg
13466,10,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.001,0.7369949494949496,0.005361249154357263,no_smote_logreg
13467,10,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.01,0.7326809764309764,0.0037233799730545577,no_smote_logreg
13468,10,"{0: 1, 1: 2, 2: 1}",1000,,saga,0.1,0.7248947811447811,0.0023258841548229295,no_smote_logreg
13469,10,"{0: 1, 1: 2, 2: 1}",1000,,saga,1,0.7136363636363636,0.0013582609059852573,no_smote_logreg
13470,10,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.0001,0.7432449494949495,0.004721220567527738,no_smote_logreg
13471,10,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.001,0.7432239057239057,0.00453521339760848,no_smote_logreg
13472,10,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.01,0.7436868686868687,0.004673896873734518,no_smote_logreg
13473,10,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,0.1,0.741729797979798,0.00377886600787878,no_smote_logreg
13474,10,"{0: 1, 1: 2, 2: 1}",1000,l2,liblinear,1,0.7257575757575758,0.0025847028382229354,no_smote_logreg
13475,10,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.0001,0.7367845117845118,0.004917493000274388,no_smote_logreg
13476,10,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.001,0.7367845117845118,0.004917493000274388,no_smote_logreg
13477,10,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.01,0.7367845117845118,0.004917493000274388,no_smote_logreg
13478,10,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,0.1,0.7367845117845118,0.004917493000274388,no_smote_logreg
13479,10,"{0: 1, 1: 2, 2: 1}",1000,l2,lbfgs,1,0.7368897306397306,0.004901256461341341,no_smote_logreg
13485,10,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.0001,0.7374789562289562,0.004882880475512868,no_smote_logreg
13486,10,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.001,0.7375,0.0049115458348855225,no_smote_logreg
13487,10,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.01,0.7377525252525252,0.004809134796858973,no_smote_logreg
13488,10,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,0.1,0.7389309764309764,0.004319564004544579,no_smote_logreg
13489,10,"{0: 1, 1: 2, 2: 1}",1000,l2,newton-cholesky,1,0.7409511784511784,0.0032905083693417093,no_smote_logreg
13490,10,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.0001,0.7368476430976431,0.005095895915038839,no_smote_logreg
13491,10,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.001,0.7365530303030303,0.005345034994983442,no_smote_logreg
13492,10,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.01,0.7351641414141414,0.004446663848719575,no_smote_logreg
13493,10,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,0.1,0.7283249158249159,0.003697361228370301,no_smote_logreg
13494,10,"{0: 1, 1: 2, 2: 1}",1000,l2,sag,1,0.7118686868686869,0.0041502670153605965,no_smote_logreg
13495,10,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.0001,0.7366372053872055,0.0052131669065172545,no_smote_logreg
13496,10,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.001,0.7371422558922559,0.005293418283672358,no_smote_logreg
13497,10,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.01,0.7326388888888888,0.0035168920330047814,no_smote_logreg
13498,10,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,0.1,0.725273569023569,0.0023414446204884304,no_smote_logreg
13499,10,"{0: 1, 1: 2, 2: 1}",1000,l2,saga,1,0.7138257575757576,0.0026630141869841534,no_smote_logreg
13500,10,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.0001,0.7432659932659933,0.004730403824833193,no_smote_logreg
13501,10,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.001,0.7431818181818182,0.00474367863489122,no_smote_logreg
13502,10,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.01,0.743013468013468,0.004332462226597274,no_smote_logreg
13503,10,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,0.1,0.7422348484848484,0.004289214078652284,no_smote_logreg
13504,10,"{0: 1, 1: 2, 2: 1}",1000,l1,liblinear,1,0.7305765993265994,0.0024519379905100225,no_smote_logreg
13525,10,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.0001,0.736574074074074,0.005015574350678244,no_smote_logreg
13526,10,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.001,0.7371212121212121,0.005202793111595912,no_smote_logreg
13527,10,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.01,0.7325968013468013,0.003747091477885304,no_smote_logreg
13528,10,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,0.1,0.7258838383838384,0.002807116010004005,no_smote_logreg
13529,10,"{0: 1, 1: 2, 2: 1}",1000,l1,saga,1,0.7127314814814815,0.001224161580155629,no_smote_logreg
13565,10,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.0001,0.7367424242424242,0.004974081578203391,no_smote_logreg
13566,10,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.001,0.7367424242424242,0.004974081578203391,no_smote_logreg
13567,10,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.01,0.7367424242424242,0.004974081578203391,no_smote_logreg
13568,10,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,0.1,0.7367424242424242,0.004974081578203391,no_smote_logreg
13569,10,"{0: 1, 1: 2, 2: 1}",10000,,lbfgs,1,0.7367213804713805,0.004998238956840934,no_smote_logreg
13580,10,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.0001,0.7368476430976431,0.0050033750753319004,no_smote_logreg
13581,10,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.001,0.7365109427609429,0.005326776639367457,no_smote_logreg
13582,10,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.01,0.7353114478114479,0.004446962606691002,no_smote_logreg
13583,10,"{0: 1, 1: 2, 2: 1}",10000,,sag,0.1,0.7273358585858586,0.004263428543231028,no_smote_logreg
13584,10,"{0: 1, 1: 2, 2: 1}",10000,,sag,1,0.7116372053872054,0.0033449668179666445,no_smote_logreg
13585,10,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.0001,0.7368265993265993,0.005020339910758403,no_smote_logreg
13586,10,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.001,0.7369949494949496,0.005361249154357263,no_smote_logreg
13587,10,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.01,0.7325968013468013,0.0036452525336495263,no_smote_logreg
13588,10,"{0: 1, 1: 2, 2: 1}",10000,,saga,0.1,0.7249579124579124,0.002265506361504524,no_smote_logreg
13589,10,"{0: 1, 1: 2, 2: 1}",10000,,saga,1,0.713699494949495,0.0018915997520407718,no_smote_logreg
13590,10,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.0001,0.7432449494949495,0.004721220567527738,no_smote_logreg
13591,10,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.001,0.7432239057239057,0.00453521339760848,no_smote_logreg
13592,10,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.01,0.7436868686868687,0.004673896873734518,no_smote_logreg
13593,10,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,0.1,0.741729797979798,0.00377886600787878,no_smote_logreg
13594,10,"{0: 1, 1: 2, 2: 1}",10000,l2,liblinear,1,0.7257575757575758,0.0025847028382229354,no_smote_logreg
13595,10,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.0001,0.736763468013468,0.004948822075703266,no_smote_logreg
13596,10,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.001,0.736763468013468,0.004948822075703266,no_smote_logreg
13597,10,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.01,0.736763468013468,0.004948822075703266,no_smote_logreg
13598,10,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,0.1,0.736763468013468,0.004948822075703266,no_smote_logreg
13599,10,"{0: 1, 1: 2, 2: 1}",10000,l2,lbfgs,1,0.7368897306397306,0.004901256461341341,no_smote_logreg
13605,10,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.0001,0.7374789562289562,0.004882880475512868,no_smote_logreg
13606,10,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.001,0.7375,0.0049115458348855225,no_smote_logreg
13607,10,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.01,0.7377525252525252,0.004809134796858973,no_smote_logreg
13608,10,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,0.1,0.7389309764309764,0.004319564004544579,no_smote_logreg
13609,10,"{0: 1, 1: 2, 2: 1}",10000,l2,newton-cholesky,1,0.7409511784511784,0.0032905083693417093,no_smote_logreg
13610,10,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.0001,0.7368055555555555,0.0049947823902851286,no_smote_logreg
13611,10,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.001,0.7365530303030303,0.005322618278228921,no_smote_logreg
13612,10,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.01,0.7353745791245792,0.004164327813455896,no_smote_logreg
13613,10,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,0.1,0.7279250841750842,0.0032799942441943605,no_smote_logreg
13614,10,"{0: 1, 1: 2, 2: 1}",10000,l2,sag,1,0.7140361952861953,0.0026985303201869392,no_smote_logreg
13615,10,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.0001,0.7368055555555555,0.005077439402870174,no_smote_logreg
13616,10,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.001,0.7371422558922559,0.005231144567138024,no_smote_logreg
13617,10,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.01,0.7324494949494949,0.003707169521645019,no_smote_logreg
13618,10,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,0.1,0.725736531986532,0.002989845195090421,no_smote_logreg
13619,10,"{0: 1, 1: 2, 2: 1}",10000,l2,saga,1,0.7138888888888889,0.002649677360004436,no_smote_logreg
13620,10,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.0001,0.7432449494949495,0.004715589338701772,no_smote_logreg
13621,10,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.001,0.7432449494949495,0.004737139363493484,no_smote_logreg
13622,10,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.01,0.7430345117845117,0.004523382938610187,no_smote_logreg
13623,10,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,0.1,0.7418560606060606,0.0038045601634602256,no_smote_logreg
13624,10,"{0: 1, 1: 2, 2: 1}",10000,l1,liblinear,1,0.7277567340067341,0.003924874860023956,no_smote_logreg
13645,10,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.0001,0.7369528619528619,0.005029857485485855,no_smote_logreg
13646,10,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.001,0.7371212121212121,0.005202793111595912,no_smote_logreg
13647,10,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.01,0.7326599326599326,0.003503898467431029,no_smote_logreg
13648,10,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,0.1,0.7258417508417508,0.0027418345917344144,no_smote_logreg
13649,10,"{0: 1, 1: 2, 2: 1}",10000,l1,saga,1,0.7126683501683502,0.0011818283739140343,no_smote_logreg
13685,10,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.0001,0.7229587542087541,0.005491980773407013,no_smote_logreg
13686,10,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.001,0.7229587542087541,0.005491980773407013,no_smote_logreg
13687,10,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.01,0.7229587542087541,0.005491980773407013,no_smote_logreg
13688,10,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,0.1,0.7229587542087541,0.005491980773407013,no_smote_logreg
13689,10,"{0: 1, 1: 3, 2: 1}",100,,lbfgs,1,0.7229587542087541,0.005491980773407013,no_smote_logreg
13700,10,"{0: 1, 1: 3, 2: 1}",100,,sag,0.0001,0.7229377104377104,0.005723905723905702,no_smote_logreg
13701,10,"{0: 1, 1: 3, 2: 1}",100,,sag,0.001,0.722979797979798,0.005737814849232051,no_smote_logreg
13702,10,"{0: 1, 1: 3, 2: 1}",100,,sag,0.01,0.7218013468013468,0.004114043783938651,no_smote_logreg
13703,10,"{0: 1, 1: 3, 2: 1}",100,,sag,0.1,0.718202861952862,0.0025422059976415163,no_smote_logreg
13704,10,"{0: 1, 1: 3, 2: 1}",100,,sag,1,0.7051767676767676,0.004193997699782201,no_smote_logreg
13705,10,"{0: 1, 1: 3, 2: 1}",100,,saga,0.0001,0.7228745791245792,0.003796286964235594,no_smote_logreg
13706,10,"{0: 1, 1: 3, 2: 1}",100,,saga,0.001,0.7228114478114478,0.003737032471451712,no_smote_logreg
13707,10,"{0: 1, 1: 3, 2: 1}",100,,saga,0.01,0.7224747474747475,0.003811537599625317,no_smote_logreg
13708,10,"{0: 1, 1: 3, 2: 1}",100,,saga,0.1,0.7168981481481481,0.002460051937720636,no_smote_logreg
13709,10,"{0: 1, 1: 3, 2: 1}",100,,saga,1,0.7019570707070707,0.0026145138872891386,no_smote_logreg
13710,10,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.0001,0.7374579124579125,0.005122505160656412,no_smote_logreg
13711,10,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.001,0.7374789562289562,0.005021486499767478,no_smote_logreg
13712,10,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.01,0.7378367003367003,0.004907577054087307,no_smote_logreg
13713,10,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,0.1,0.7376893939393939,0.003363713670695652,no_smote_logreg
13714,10,"{0: 1, 1: 3, 2: 1}",100,l2,liblinear,1,0.7213383838383838,0.0023096437497371696,no_smote_logreg
13715,10,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.0001,0.7221380471380471,0.005449646030885074,no_smote_logreg
13716,10,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.001,0.7221380471380471,0.005449646030885074,no_smote_logreg
13717,10,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.01,0.7221380471380471,0.005449646030885074,no_smote_logreg
13718,10,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,0.1,0.7221380471380471,0.005449646030885074,no_smote_logreg
13719,10,"{0: 1, 1: 3, 2: 1}",100,l2,lbfgs,1,0.7221380471380471,0.005449646030885074,no_smote_logreg
13725,10,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.0001,0.7248316498316498,0.004815024512162627,no_smote_logreg
13726,10,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.001,0.7248737373737374,0.0048658004259773445,no_smote_logreg
13727,10,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.01,0.7251052188552188,0.00497034093010164,no_smote_logreg
13728,10,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,0.1,0.7267887205387206,0.004238948926604081,no_smote_logreg
13729,10,"{0: 1, 1: 3, 2: 1}",100,l2,newton-cholesky,1,0.729608585858586,0.003454897601849251,no_smote_logreg
13730,10,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.0001,0.7230429292929292,0.0057211972449111095,no_smote_logreg
13731,10,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.001,0.7230008417508417,0.005675813637275192,no_smote_logreg
13732,10,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.01,0.7216961279461279,0.004590726507291963,no_smote_logreg
13733,10,"{0: 1, 1: 3, 2: 1}",100,l2,sag,0.1,0.7173190235690236,0.0017386281620988997,no_smote_logreg
13734,10,"{0: 1, 1: 3, 2: 1}",100,l2,sag,1,0.7011574074074074,0.005532310952614099,no_smote_logreg
13735,10,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.0001,0.7229166666666667,0.0038185022861492177,no_smote_logreg
13736,10,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.001,0.7228324915824916,0.0037558267941962737,no_smote_logreg
13737,10,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.01,0.7224537037037038,0.0039055334186684438,no_smote_logreg
13738,10,"{0: 1, 1: 3, 2: 1}",100,l2,saga,0.1,0.7169612794612794,0.003065464265089227,no_smote_logreg
13739,10,"{0: 1, 1: 3, 2: 1}",100,l2,saga,1,0.7047138047138046,0.003766541097951243,no_smote_logreg
13740,10,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.0001,0.7373947811447812,0.0051775375135890795,no_smote_logreg
13741,10,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.001,0.7373737373737373,0.005195297514995185,no_smote_logreg
13742,10,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.01,0.7371632996632996,0.0048819734669649645,no_smote_logreg
13743,10,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,0.1,0.7359217171717172,0.004874893008609508,no_smote_logreg
13744,10,"{0: 1, 1: 3, 2: 1}",100,l1,liblinear,1,0.7271043771043771,0.0022612019150948714,no_smote_logreg
13765,10,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.0001,0.7227483164983165,0.0037425978518751245,no_smote_logreg
13766,10,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.001,0.7228535353535354,0.0038441619115761167,no_smote_logreg
13767,10,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.01,0.7222853535353535,0.003674293044648833,no_smote_logreg
13768,10,"{0: 1, 1: 3, 2: 1}",100,l1,saga,0.1,0.7164562289562288,0.002325693750487526,no_smote_logreg
13769,10,"{0: 1, 1: 3, 2: 1}",100,l1,saga,1,0.7028198653198653,0.003549230221678989,no_smote_logreg
13805,10,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.0001,0.7227272727272728,0.004645576300918819,no_smote_logreg
13806,10,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.001,0.7227272727272728,0.004645576300918819,no_smote_logreg
13807,10,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.01,0.7227272727272728,0.004645576300918819,no_smote_logreg
13808,10,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,0.1,0.7227272727272728,0.004645576300918819,no_smote_logreg
13809,10,"{0: 1, 1: 3, 2: 1}",1000,,lbfgs,1,0.7228114478114478,0.004918393458614548,no_smote_logreg
13820,10,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.0001,0.7229377104377104,0.005356208171694614,no_smote_logreg
13821,10,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.001,0.7226851851851851,0.005515154470014785,no_smote_logreg
13822,10,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.01,0.7214856902356902,0.004239680149086057,no_smote_logreg
13823,10,"{0: 1, 1: 3, 2: 1}",1000,,sag,0.1,0.7187079124579124,0.0020202020202020163,no_smote_logreg
13824,10,"{0: 1, 1: 3, 2: 1}",1000,,sag,1,0.7021675084175085,0.006085471461298584,no_smote_logreg
13825,10,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.0001,0.722979797979798,0.00535951426926989,no_smote_logreg
13826,10,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.001,0.7226220538720538,0.005700648432969258,no_smote_logreg
13827,10,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.01,0.7224957912457912,0.0037958203319476283,no_smote_logreg
13828,10,"{0: 1, 1: 3, 2: 1}",1000,,saga,0.1,0.7165824915824915,0.0024627506461831145,no_smote_logreg
13829,10,"{0: 1, 1: 3, 2: 1}",1000,,saga,1,0.7031565656565657,0.0022580662548377477,no_smote_logreg
13830,10,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.0001,0.7374579124579125,0.005122505160656412,no_smote_logreg
13831,10,"{0: 1, 1: 3, 2: 1}",1000,l2,liblinear,0.001,0.7374789562289562,0.005021486499767478,no_smote_logreg
